123.457, 129.515, 5.978, 32.768 False
123.056, 129.516, 6.064, 32.835 False
122.653, 129.516, 6.061, 32.902 False
122.256, 129.516, 5.926, 32.969 False
121.873, 129.516, 5.707, 33.036 False
121.506, 129.517, 5.441, 33.103 False
121.158, 129.517, 5.162, 33.170 False
120.826, 129.517, 4.899, 33.237 False
120.512, 129.517, 4.636, 33.304 False
120.214, 129.517, 4.413, 33.371 False
119.927, 129.517, 4.238, 33.438 False
119.650, 129.517, 4.110, 33.505 False
119.380, 129.518, 4.025, 33.572 False
119.113, 129.518, 3.974, 33.639 False
118.848, 129.518, 3.946, 33.706 False
118.585, 129.518, 3.933, 33.773 False
118.322, 129.518, 3.927, 33.840 False
118.060, 129.518, 3.921, 33.907 False
117.798, 129.518, 3.913, 33.974 False
117.537, 129.517, 3.899, 34.041 False
117.278, 129.517, 3.879, 34.108 False
117.020, 129.517, 3.853, 34.175 False
116.764, 129.517, 3.822, 34.242 False
116.511, 129.517, 3.786, 34.309 False
116.260, 129.517, 3.747, 34.376 False
116.012, 129.517, 3.707, 34.443 False
115.767, 129.517, 3.664, 34.510 False
115.525, 129.517, 3.622, 34.577 False
115.285, 129.516, 3.579, 34.644 False
115.048, 129.516, 3.536, 34.711 False
114.814, 129.516, 3.494, 34.778 False
114.583, 129.516, 3.452, 34.845 False
114.355, 129.516, 3.411, 34.912 False
114.129, 129.515, 3.370, 34.979 False
113.906, 129.515, 3.330, 35.046 False
113.686, 129.515, 3.290, 35.113 False
113.468, 129.514, 3.249, 35.180 False
113.253, 129.514, 3.209, 35.247 False
113.041, 129.514, 3.169, 35.314 False
112.831, 129.514, 3.129, 35.381 False
112.624, 129.513, 3.089, 35.448 False
112.420, 129.513, 3.049, 35.515 False
112.219, 129.513, 2.983, 35.582 False
112.026, 129.512, 2.863, 35.649 False
111.842, 129.512, 2.715, 35.716 False
111.668, 129.511, 2.555, 35.783 False
111.505, 129.511, 2.393, 35.850 False
111.353, 129.511, 2.234, 35.917 False
111.211, 129.510, 2.081, 35.984 False
111.078, 129.510, 1.935, 36.051 False
110.955, 129.510, 1.798, 36.118 False
110.841, 129.510, 1.670, 36.185 False
110.734, 129.509, 1.551, 36.252 False
110.636, 129.509, 1.439, 36.319 False
110.544, 129.509, 1.336, 36.386 False
110.458, 129.509, 1.240, 36.453 False
110.379, 129.508, 1.150, 36.520 False
110.306, 129.508, 1.068, 36.587 False
110.238, 129.508, 0.991, 36.654 False
110.174, 129.508, 0.920, 36.721 False
110.116, 129.508, 0.853, 36.788 False
110.061, 129.507, 0.792, 36.855 False
110.010, 129.507, 0.735, 36.922 False
109.963, 129.507, 0.682, 36.989 False
109.920, 129.507, 0.633, 37.056 False
109.879, 129.507, 0.588, 37.123 False
109.842, 129.507, 0.546, 37.190 False
109.807, 129.507, 0.506, 37.257 False
109.774, 129.507, 0.470, 37.324 False
109.744, 129.506, 0.436, 37.391 False
109.716, 129.506, 0.405, 37.458 False
109.690, 129.506, 0.376, 37.525 False
109.666, 129.506, 0.349, 37.592 False
109.644, 129.506, 0.324, 37.659 False
109.623, 129.506, 0.301, 37.726 False
109.604, 129.506, 0.279, 37.793 False
109.586, 129.506, 0.259, 37.860 False
109.570, 129.506, 0.241, 37.927 False
109.554, 129.506, 0.223, 37.994 False
109.540, 129.506, 0.207, 38.061 False
109.527, 129.506, 0.192, 38.128 False
109.514, 129.506, 0.179, 38.195 False
109.503, 129.506, 0.166, 38.262 False
109.492, 129.506, 0.154, 38.329 False
109.482, 129.506, 0.143, 38.396 False
109.473, 129.506, 0.133, 38.463 False
109.465, 129.506, 0.123, 38.530 False
109.457, 129.506, 0.114, 38.597 False
109.450, 129.505, 0.106, 38.664 False
109.443, 129.505, 0.098, 38.731 False
109.437, 129.505, 0.091, 38.798 False
109.431, 129.505, 0.085, 38.865 False
109.425, 129.505, 0.079, 38.932 False
109.420, 129.505, 0.073, 38.999 False
109.416, 129.505, 0.068, 39.066 False
109.414, 129.505, 0.003, 39.133 False
109.414, 129.505, 0.000, 39.200 False
109.414, 129.505, -0.001, 39.267 False
109.413, 129.505, -0.001, 39.334 False
109.413, 129.505, -0.001, 39.401 False
109.413, 129.505, -0.001, 39.468 False
109.413, 129.505, -0.000, 39.535 False
109.413, 129.505, -0.000, 39.602 False
109.413, 129.505, -0.000, 39.669 False
109.413, 129.505, -0.000, 39.736 False
109.413, 129.505, -0.000, 39.803 False
109.413, 129.505, -0.000, 39.870 False
109.413, 129.505, 0.000, 39.937 False
109.413, 129.505, -0.000, 40.004 False
109.413, 129.505, -0.000, 40.071 False
109.413, 129.505, -0.000, 40.138 False
109.413, 129.505, -0.000, 40.205 False
109.413, 129.505, -0.000, 40.272 False
109.413, 129.505, -0.000, 40.339 False
109.413, 129.505, -0.000, 40.406 False
109.413, 129.505, -0.000, 40.473 False
109.413, 129.505, -0.000, 40.540 False
109.413, 129.505, -0.000, 40.607 False
109.413, 129.505, 0.007, 40.674 False
109.413, 129.505, 0.006, 40.741 False
109.413, 129.505, 0.002, 40.808 False
109.413, 129.505, 0.006, 40.875 False
109.412, 129.506, 0.012, 40.942 False
109.412, 129.506, 0.018, 41.009 False
109.410, 129.506, 0.025, 41.076 False
109.409, 129.506, 0.034, 41.143 False
109.406, 129.506, 0.045, 41.210 False
109.401, 129.506, 0.120, 41.277 False
109.389, 129.507, 0.191, 41.344 False
109.368, 129.508, 0.354, 41.411 False
109.343, 129.509, 0.399, 41.478 False
109.316, 129.510, 0.411, 41.545 False
109.287, 129.511, 0.458, 41.612 False
109.253, 129.513, 0.553, 41.679 False
109.211, 129.515, 0.649, 41.746 False
109.164, 129.516, 0.738, 41.813 False
109.113, 129.518, 0.768, 41.880 False
109.061, 129.520, 0.788, 41.947 False
109.008, 129.522, 0.809, 42.014 False
108.953, 129.524, 0.843, 42.081 False
108.896, 129.527, 0.889, 42.148 False
108.834, 129.529, 0.947, 42.215 False
108.768, 129.532, 1.010, 42.282 False
108.698, 129.534, 1.079, 42.349 False
108.623, 129.537, 1.149, 42.416 False
108.543, 129.541, 1.221, 42.483 False
108.459, 129.544, 1.291, 42.550 False
108.370, 129.548, 1.360, 42.617 False
108.276, 129.552, 1.425, 42.684 False
108.179, 129.556, 1.488, 42.751 False
108.077, 129.561, 1.547, 42.818 False
107.972, 129.566, 1.605, 42.885 False
107.863, 129.571, 1.660, 42.952 False
107.750, 129.576, 1.714, 43.019 False
107.634, 129.582, 1.766, 43.086 False
107.514, 129.588, 1.817, 43.153 False
107.391, 129.595, 1.867, 43.220 False
107.264, 129.602, 1.919, 43.287 False
107.135, 129.610, 1.966, 43.354 False
107.002, 129.618, 2.012, 43.421 False
106.867, 129.626, 2.051, 43.488 False
106.729, 129.634, 2.086, 43.555 False
106.589, 129.643, 2.116, 43.622 False
106.447, 129.651, 2.140, 43.689 False
106.304, 129.660, 2.160, 43.756 False
106.160, 129.669, 2.176, 43.823 False
106.014, 129.678, 2.189, 43.890 False
105.868, 129.687, 2.199, 43.957 False
105.722, 129.696, 2.207, 44.024 False
105.575, 129.704, 2.214, 44.091 False
105.427, 129.713, 2.219, 44.158 False
105.280, 129.722, 2.224, 44.225 False
105.131, 129.730, 2.228, 44.292 False
104.983, 129.738, 2.231, 44.359 False
104.835, 129.740, 2.229, 44.426 False
104.686, 129.743, 2.234, 44.493 False
